1498567754, -0.48
1498567755, -0.45
1498567756, -0.52
1498567757, -0.52
1498567758, -0.51
1498567759, -0.53
1498567760, -0.51
1498567761, -0.47
1498567762, -0.52
1498567763, -0.46
1498567764, -0.45
1498567765, -0.48
1498567766, -0.52
1498567767, -0.54
1498567768, -0.55
1498567769, -0.54
1498567770, -0.52
1498567771, -0.46
1498567772, -0.44
1498567773, -0.51
1498567774, -0.52
1498567775, -0.5
1498567776, -0.56
1498567777, -0.48
1498567778, -0.49
1498567779, -0.53
1498567780, -0.55
1498567781, -0.47
1498567782, -0.51
1498567783, -0.51
1498567784, -0.54
1498567785, -0.53
1498567786, -0.49
1498567787, -0.49
1498567788, -0.56
1498567789, -0.58
1498567790, -0.53
1498567791, -0.55
1498567792, -0.47
1498567793, -0.47
1498567794, -0.55
1498567795, -0.44
1498567796, -0.58
1498567797, -0.53
1498567798, -0.42
1498567799, -0.49
1498567800, -0.52
1498567801, -0.46
1498567802, -0.51
1498567803, -0.44
1498567804, -0.47
1498567805, -0.47
1498567806, -0.51
1498567807, -0.57
1498567808, -0.52
1498567809, -0.56
1498567810, -0.49
1498567811, -0.52
1498567812, -0.53
1498567813, -0.41
1498567814, -0.43
1498567815, -0.48
1498567816, -0.51
1498567817, -0.54
1498567818, -0.53
1498567819, -0.56
1498567820, -0.53
1498567821, -0.42
1498567822, -0.48
1498567823, -0.45
1498567824, -0.5
1498567825, -0.52
1498567826, -0.5
1498567827, -0.56
1498567828, -0.51
1498567829, -0.53
1498567830, -0.54
1498567831, -0.46
1498567832, -0.49
1498567833, -0.49
1498567834, -0.5
1498567835, -0.49
1498567836, -0.51
1498567837, -0.54
1498567838, -0.51
1498567839, -0.57
1498567840, -0.53
1498567841, -0.5
1498567842, -0.56
1498567843, -0.54
1498567844, -0.56
1498567845, -0.46
1498567846, -0.47
1498567847, -0.47
1498567848, -0.53
1498567849, -0.56
1498567850, -0.55
1498567851, -0.51
1498567852, -0.49
1498567853, -0.48
1498567854, -0.5
1498567855, -0.55
1498567856, -0.55
1498567857, -0.53
1498567858, -0.53
1498567859, -0.46
1498567860, -0.56
1498567861, -0.5
1498567862, -0.52
1498567863, -0.54
1498567864, -0.47
1498567865, -0.48
1498567866, -0.43
1498567867, -0.49
1498567868, -0.56
1498567869, -0.54
1498567870, -0.52
1498567871, -0.45
1498567872, -0.56
1498567873, -0.51
1498567874, -0.51
1498567875, -0.47
1498567876, -0.49
1498567877, -0.52
1498567878, -0.52
1498567879, -0.52
1498567880, -0.52
1498567881, -0.46
1498567882, -0.5
1498567883, -0.52
1498567884, -0.46
1498567885, -0.5
1498567886, -0.4
1498567887, -0.54
1498567888, -0.52
1498567889, -0.48
1498567890, -0.39
1498567891, -0.48
1498567892, -0.43
1498567893, -0.49
1498567894, -0.44
1498567895, -0.54
1498567896, -0.53
1498567897, -0.58
1498567898, -0.56
1498567899, -0.57
1498567900, -0.56
1498567901, -0.52
1498567902, -0.5
1498567903, -0.46
1498567904, -0.51
1498567905, -0.49
1498567906, -0.52
1498567907, -0.49
1498567908, -0.57
1498567909, -0.56
1498567910, -0.51
1498567911, -0.54
1498567912, -0.53
1498567913, -0.58
1498567914, -0.46
